Konstanta;Koefisien;Korelasi;Hubungan;Kekuatan;KoefisienDeterminasi;KontribusiVarLain;Model;NilaiInput;Hasil
29.06;-1.82;-0.248829487104063;negatif;lemah;6.2;93.8;Model : Y = 29.06-1.82 X;5;19.94
